1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.196733 yylex_token: --
1748536366.196736 yylex_token: end at WS
1748536366.196739 yylex_token: %%
1748536366.196743 cmd_parse_build_commands 0:0: bind
1748536366.196746 cmd_parse_build_commands 0:1: -N
1748536366.196749 cmd_parse_build_commands 0:2: Rename current session
1748536366.196753 cmd_parse_build_commands 0:3: $
1748536366.196756 cmd_parse_build_commands 0:4 0:0: command-prompt
1748536366.196760 cmd_parse_build_commands 0:4 0:1: -I#S
1748536366.196763 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1748536366.196770 cmd_parse_build_commands 0:4 0:2 0:1: --
1748536366.196773 cmd_parse_build_commands 0:4 0:2 0:2: %%
1748536366.196778 cmd_parse_build_commands 0:0: command-prompt
1748536366.196781 cmd_parse_build_commands 0:1: -I#S
1748536366.196784 cmd_parse_build_commands 0:2 0:0: rename-session
1748536366.196788 cmd_parse_build_commands 0:2 0:1: --
1748536366.196791 cmd_parse_build_commands 0:2 0:2: %%
1748536366.196795 cmd_parse_build_commands 0:0: rename-session
1748536366.196799 cmd_parse_build_commands 0:1: --
1748536366.196802 cmd_parse_build_commands 0:2: %%
1748536366.196806 args_parse_flags: next --
1748536366.196810 args_parse: flags end at 2 of 3
1748536366.196813 args_parse: 2 = %% (type STRING)
1748536366.196818 cmd_parse_build_commands: rename-session "%%"
1748536366.196822 args_parse_flags: next -I#S
1748536366.196825 args_parse_flag_argument: -I = #S
1748536366.196829 args_parse: flags end at 2 of 3
1748536366.196833 args_parse: 2 = rename-session "%%" (type COMMANDS)
1748536366.196841 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1748536366.196845 args_parse_flags: next -N
1748536366.196849 args_parse_flag_argument: -N = Rename current session
1748536366.196852 args_parse_flags: next $
1748536366.196855 args_parse: flags end at 3 of 5
1748536366.196859 args_parse: 3 = $ (type STRING)
1748536366.196865 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1748536366.196875 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1748536366.196881 cmdq_get_command: [bind-key/0x125009f40] group 58
1748536366.196885 cmdq_append <global>: [bind-key/0x125009f40]
1748536366.196889 yylex_token: end at WS
1748536366.196892 yylex_token: bind
1748536366.196896 yylex_token: end at WS
1748536366.196903 yylex_token: -N
1748536366.196907 yylex_token: end at WS
1748536366.196910 yylex_token: Split window horizontally
1748536366.196914 yylex_get_word: %
1748536366.196918 yylex_token: end at WS
1748536366.196922 yylex_token: split-window
1748536366.196925 yylex_token: end at WS
1748536366.196928 yylex_token: -h
1748536366.196932 cmd_parse_build_commands 0:0: bind
1748536366.196935 cmd_parse_build_commands 0:1: -N
1748536366.196939 cmd_parse_build_commands 0:2: Split window horizontally
1748536366.196943 cmd_parse_build_commands 0:3: %
1748536366.196947 cmd_parse_build_commands 0:4 0:0: split-window
1748536366.196950 cmd_parse_build_commands 0:4 0:1: -h
1748536366.196955 cmd_parse_build_commands 0:0: split-window
1748536366.196958 cmd_parse_build_commands 0:1: -h
1748536366.196962 args_parse_flags: next -h
1748536366.196966 args_parse_flags: -h
1748536366.196970 args_parse: flags end at 2 of 2
1748536366.196976 cmd_parse_build_commands: split-window -h
1748536366.196979 args_parse_flags: next -N
1748536366.196982 args_parse_flag_argument: -N = Split window horizontally
1748536366.196985 args_parse_flags: next %
1748536366.196989 args_parse: flags end at 3 of 5
1748536366.196992 args_parse: 3 = % (type STRING)
1748536366.196996 args_parse: 4 = split-window -h (type COMMANDS)
1748536366.197005 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1748536366.197011 cmdq_get_command: [bind-key/0x12500a0d0] group 70
1748536366.197014 cmdq_append <global>: [bind-key/0x12500a0d0]
1748536366.197019 yylex_token: end at WS
1748536366.197022 yylex_token: bind
1748536366.197025 yylex_token: end at WS
1748536366.197028 yylex_token: -N
1748536366.197032 yylex_token: end at WS
1748536366.197035 yylex_token: Kill current window
1748536366.197039 yylex_token: end at WS
1748536366.197042 yylex_token: &
1748536366.197046 yylex_token: end at WS
1748536366.197049 yylex_token: confirm-before
1748536366.197053 yylex_token: end at WS
1748536366.197057 yylex_token: -pkill-window #W? (y/n)
1748536366.197061 yylex_token: end at WS
1748536366.197065 yylex_token: kill-window
1748536366.197069 cmd_parse_build_commands 0:0: bind
1748536366.197072 cmd_parse_build_commands 0:1: -N
1748536366.197076 cmd_parse_build_commands 0:2: Kill current window
1748536366.197080 cmd_parse_build_commands 0:3: &
1748536366.197085 cmd_parse_build_commands 0:4 0:0: confirm-before
1748536366.197089 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1748536366.197093 cmd_parse_build_commands 0:4 0:2: kill-window
1748536366.197097 cmd_parse_build_commands 0:0: confirm-before
1748536366.197100 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1748536366.197104 cmd_parse_build_commands 0:2: kill-window
1748536366.197108 args_parse_flags: next -pkill-window #W? (y/n)
1748536366.197112 args_parse_flag_argument: -p = kill-window #W? (y/n)
1748536366.197115 args_parse_flags: next kill-window
1748536366.197119 args_parse: flags end at 2 of 3
1748536366.197122 args_parse: 2 = kill-window (type STRING)
1748536366.197130 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1748536366.197134 args_parse_flags: next -N
1748536366.197137 args_parse_flag_argument: -N = Kill current window
1748536366.197140 args_parse_flags: next &
1748536366.197143 args_parse: flags end at 3 of 5
1748536366.197147 args_parse: 3 = & (type STRING)
1748536366.197153 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1748536366.197163 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1748536366.197168 cmdq_get_command: [bind-key/0x12500a690] group 78
1748536366.197171 cmdq_append <global>: [bind-key/0x12500a690]
1748536366.197175 yylex_token: end at WS
1748536366.197178 yylex_token: bind
1748536366.197181 yylex_token: end at WS
1748536366.197184 yylex_token: -N
1748536366.197189 yylex_token: end at WS
1748536366.197192 yylex_token: Prompt for window index to select
1748536366.197196 yylex_token: end at WS
1748536366.197206 yylex_token: '
1748536366.197210 yylex_token: end at WS
1748536366.197213 yylex_token: command-prompt
1748536366.197217 yylex_token: end at WS
1748536366.197220 yylex_token: -T
1748536366.197224 yylex_token: end at WS
1748536366.197227 yylex_token: window-target
1748536366.197231 yylex_token: end at WS
1748536366.197234 yylex_token: -pindex
1748536366.197237 yylex_token: end at WS
1748536366.197241 yylex_token: select-window
1748536366.197244 yylex_token: end at WS
1748536366.197247 yylex_token: -t
1748536366.197250 yylex_token: end at WS
1748536366.197253 yylex_token: :%%
1748536366.197257 cmd_parse_build_commands 0:0: bind
1748536366.197260 cmd_parse_build_commands 0:1: -N
1748536366.197264 cmd_parse_build_commands 0:2: Prompt for window index to select
1748536366.197267 cmd_parse_build_commands 0:3: '
1748536366.197270 cmd_parse_build_commands 0:4 0:0: command-prompt
1748536366.197274 cmd_parse_build_commands 0:4 0:1: -T
1748536366.197277 cmd_parse_build_commands 0:4 0:2: window-target
1748536366.197280 cmd_parse_build_commands 0:4 0:3: -pindex
1748536366.197283 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1748536366.197287 cmd_parse_build_commands 0:4 0:4 0:1: -t
1748536366.197290 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1748536366.197294 cmd_parse_build_commands 0:0: command-prompt
1748536366.197298 cmd_parse_build_commands 0:1: -T
1748536366.197301 cmd_parse_build_commands 0:2: window-target
1748536366.197304 cmd_parse_build_commands 0:3: -pindex
1748536366.197307 cmd_parse_build_commands 0:4 0:0: select-window
1748536366.197311 cmd_parse_build_commands 0:4 0:1: -t
1748536366.197314 cmd_parse_build_commands 0:4 0:2: :%%
1748536366.197318 cmd_parse_build_commands 0:0: select-window
1748536366.197322 cmd_parse_build_commands 0:1: -t
1748536366.197325 cmd_parse_build_commands 0:2: :%%
1748536366.197330 args_parse_flags: next -t
1748536366.197333 args_parse_flag_argument: -t = :%%
1748536366.197337 args_parse: flags end at 3 of 3
1748536366.197342 cmd_parse_build_commands: select-window -t ":%%"
1748536366.197345 args_parse_flags: next -T
1748536366.197349 args_parse_flag_argument: -T = window-target
1748536366.197352 args_parse_flags: next -pindex
1748536366.197355 args_parse_flag_argument: -p = index
1748536366.197359 args_parse: flags end at 4 of 5
1748536366.197364 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1748536366.197374 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1748536366.197378 args_parse_flags: next -N
1748536366.197382 args_parse_flag_argument: -N = Prompt for window index to select
1748536366.197385 args_parse_flags: next '
1748536366.197389 args_parse: flags end at 3 of 5
1748536366.197392 args_parse: 3 = ' (type STRING)
1748536366.197400 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1748536366.197412 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1748536366.197418 cmdq_get_command: [bind-key/0x12500aa00] group 86
1748536366.197421 cmdq_append <global>: [bind-key/0x12500aa00]
1748536366.197425 yylex_token: end at WS
1748536366.197428 yylex_token: bind
1748536366.197431 yylex_token: end at WS
1748536366.197435 yylex_token: -N
1748536366.197439 yylex_token: end at WS
1748536366.197443 yylex_token: Switch to previous client
1748536366.197446 yylex_token: end at WS
1748536366.197449 yylex_token: (
1748536366.197452 yylex_token: end at WS
1748536366.197456 yylex_token: switch-client
1748536366.197459 yylex_token: end at WS
1748536366.197462 yylex_token: -p
1748536366.197465 cmd_parse_build_commands 0:0: bind
1748536366.197469 cmd_parse_build_commands 0:1: -N
1748536366.197472 cmd_parse_build_commands 0:2: Switch to previous client
1748536366.197476 cmd_parse_build_commands 0:3: (
1748536366.197479 cmd_parse_build_commands 0:4 0:0: switch-client
1748536366.197483 cmd_parse_build_commands 0:4 0:1: -p
1748536366.197487 cmd_parse_build_commands 0:0: switch-client
1748536366.197494 cmd_parse_build_commands 0:1: -p
1748536366.197499 args_parse_flags: next -p
1748536366.197502 args_parse_flags: -p
1748536366.197506 args_parse: flags end at 2 of 2
1748536366.197510 cmd_parse_build_commands: switch-client -p
1748536366.197513 args_parse_flags: next -N
1748536366.197516 args_parse_flag_argument: -N = Switch to previous client
1748536366.197518 args_parse_flags: next (
1748536366.197521 args_parse: flags end at 3 of 5
1748536366.197523 args_parse: 3 = ( (type STRING)
1748536366.197527 args_parse: 4 = switch-client -p (type COMMANDS)
1748536366.197534 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1748536366.197538 cmdq_get_command: [bind-key/0x12500b1b0] group 98
1748536366.197540 cmdq_append <global>: [bind-key/0x12500b1b0]
1748536366.197543 yylex_token: end at WS
1748536366.197545 yylex_token: bind
1748536366.197548 yylex_token: end at WS
1748536366.197550 yylex_token: -N
1748536366.197554 yylex_token: end at WS
1748536366.197557 yylex_token: Switch to next client
1748536366.197560 yylex_token: end at WS
1748536366.197562 yylex_token: )
1748536366.197565 yylex_token: end at WS
1748536366.197568 yylex_token: switch-client
1748536366.197570 yylex_token: end at WS
1748536366.197573 yylex_token: -n
1748536366.197576 cmd_parse_build_commands 0:0: bind
1748536366.197578 cmd_parse_build_commands 0:1: -N
1748536366.197580 cmd_parse_build_commands 0:2: Switch to next client
1748536366.197583 cmd_parse_build_commands 0:3: )
1748536366.197585 cmd_parse_build_commands 0:4 0:0: switch-client
1748536366.197588 cmd_parse_build_commands 0:4 0:1: -n
1748536366.197591 cmd_parse_build_commands 0:0: switch-client
1748536366.197594 cmd_parse_build_commands 0:1: -n
1748536366.197597 args_parse_flags: next -n
1748536366.197600 args_parse_flags: -n
1748536366.197602 args_parse: flags end at 2 of 2
1748536366.197606 cmd_parse_build_commands: switch-client -n
1748536366.197608 args_parse_flags: next -N
1748536366.197611 args_parse_flag_argument: -N = Switch to next client
1748536366.197613 args_parse_flags: next )
1748536366.197616 args_parse: flags end at 3 of 5
1748536366.197618 args_parse: 3 = ) (type STRING)
1748536366.197621 args_parse: 4 = switch-client -n (type COMMANDS)
1748536366.197628 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1748536366.197632 cmdq_get_command: [bind-key/0x12500b460] group 106
1748536366.197634 cmdq_append <global>: [bind-key/0x12500b460]
1748536366.197637 yylex_token: end at WS
1748536366.197639 yylex_token: bind
1748536366.197642 yylex_token: end at WS
1748536366.197644 yylex_token: -N
1748536366.197647 yylex_token: end at WS
1748536366.197650 yylex_token: Rename current window
1748536366.197652 yylex_token: end at WS
1748536366.197654 yylex_token: ,
1748536366.197657 yylex_token: end at WS
1748536366.197660 yylex_token: command-prompt
1748536366.197662 yylex_token: end at WS
1748536366.197665 yylex_token: -I#W
1748536366.197668 yylex_token: end at WS
1748536366.197670 yylex_token: rename-window
1748536366.197672 yylex_token: end at WS
1748536366.197674 yylex_token: --
1748536366.197677 yylex_token: end at WS
1748536366.197679 yylex_token: %%
1748536366.197682 cmd_parse_build_commands 0:0: bind
1748536366.197685 cmd_parse_build_commands 0:1: -N
1748536366.197687 cmd_parse_build_commands 0:2: Rename current window
1748536366.197689 cmd_parse_build_commands 0:3: ,
1748536366.197692 cmd_parse_build_commands 0:4 0:0: command-prompt
1748536366.197694 cmd_parse_build_commands 0:4 0:1: -I#W
1748536366.197697 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1748536366.197699 cmd_parse_build_commands 0:4 0:2 0:1: --
1748536366.197702 cmd_parse_build_commands 0:4 0:2 0:2: %%
1748536366.197705 cmd_parse_build_commands 0:0: command-prompt
1748536366.197708 cmd_parse_build_commands 0:1: -I#W
1748536366.197710 cmd_parse_build_commands 0:2 0:0: rename-window
1748536366.197713 cmd_parse_build_commands 0:2 0:1: --
1748536366.197715 cmd_parse_build_commands 0:2 0:2: %%
1748536366.197718 cmd_parse_build_commands 0:0: rename-window
1748536366.197724 cmd_parse_build_commands 0:1: --
1748536366.197726 cmd_parse_build_commands 0:2: %%
1748536366.197730 args_parse_flags: next --
1748536366.197732 args_parse: flags end at 2 of 3
1748536366.197735 args_parse: 2 = %% (type STRING)
1748536366.197739 cmd_parse_build_commands: rename-window "%%"
1748536366.197741 args_parse_flags: next -I#W
1748536366.197744 args_parse_flag_argument: -I = #W
1748536366.197747 args_parse: flags end at 2 of 3
1748536366.197750 args_parse: 2 = rename-window "%%" (type COMMANDS)
1748536366.197755 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1748536366.197758 args_parse_flags: next -N
1748536366.197760 args_parse_flag_argument: -N = Rename current window
1748536366.197762 args_parse_flags: next ,
1748536366.197765 args_parse: flags end at 3 of 5
1748536366.197767 args_parse: 3 = , (type STRING)
1748536366.197772 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1748536366.197780 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1748536366.197784 cmdq_get_command: [bind-key/0x12500b710] group 114
1748536366.197787 cmdq_append <global>: [bind-key/0x12500b710]
1748536366.197789 yylex_token: end at WS
1748536366.197791 yylex_token: bind
1748536366.197794 yylex_token: end at WS
1748536366.197796 yylex_token: -N
1748536366.197799 yylex_token: end at WS
1748536366.197801 yylex_token: Delete the most recent paste buffer
1748536366.197804 yylex_token: end at WS
1748536366.197806 yylex_token: -
1748536366.197809 yylex_token: end at WS
1748536366.197811 yylex_token: delete-buffer
1748536366.197814 cmd_parse_build_commands 0:0: bind
1748536366.197816 cmd_parse_build_commands 0:1: -N
1748536366.197818 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1748536366.197820 cmd_parse_build_commands 0:3: -
1748536366.197823 cmd_parse_build_commands 0:4 0:0: delete-buffer
1748536366.197826 cmd_parse_build_commands 0:0: delete-buffer
1748536366.197829 args_parse: flags end at 1 of 1
1748536366.197832 cmd_parse_build_commands: delete-buffer
1748536366.197834 args_parse_flags: next -N
1748536366.197837 args_parse_flag_argument: -N = Delete the most recent paste buffer
1748536366.197839 args_parse_flags: next -
1748536366.197841 args_parse: flags end at 3 of 5
1748536366.197843 args_parse: 3 = - (type STRING)
1748536366.197846 args_parse: 4 = delete-buffer (type COMMANDS)
1748536366.197854 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1748536366.197858 cmdq_get_command: [bind-key/0x12500be40] group 126
1748536366.197860 cmdq_append <global>: [bind-key/0x12500be40]
1748536366.197863 yylex_token: end at WS
1748536366.197865 yylex_token: bind
1748536366.197867 yylex_token: end at WS
1748536366.197869 yylex_token: -N
1748536366.197872 yylex_token: end at WS
1748536366.197875 yylex_token: Move the current window
1748536366.197877 yylex_token: end at WS
1748536366.197880 yylex_token: .
1748536366.197882 yylex_token: end at WS
1748536366.197885 yylex_token: command-prompt
1748536366.197887 yylex_token: end at WS
1748536366.197889 yylex_token: -T
1748536366.197892 yylex_token: end at WS
1748536366.197894 yylex_token: target
1748536366.197896 yylex_token: end at WS
1748536366.197899 yylex_token: move-window
1748536366.197901 yylex_token: end at WS
1748536366.197903 yylex_token: -t
1748536366.197905 yylex_token: end at WS
1748536366.197907 yylex_token: %%
1748536366.197910 cmd_parse_build_commands 0:0: bind
1748536366.197912 cmd_parse_build_commands 0:1: -N
1748536366.197915 cmd_parse_build_commands 0:2: Move the current window
1748536366.197917 cmd_parse_build_commands 0:3: .
1748536366.197919 cmd_parse_build_commands 0:4 0:0: command-prompt
1748536366.197922 cmd_parse_build_commands 0:4 0:1: -T
1748536366.197924 cmd_parse_build_commands 0:4 0:2: target
1748536366.197926 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1748536366.197928 cmd_parse_build_commands 0:4 0:3 0:1: -t
1748536366.197931 cmd_parse_build_commands 0:4 0:3 0:2: %%
1748536366.197937 cmd_parse_build_commands 0:0: command-prompt
1748536366.197939 cmd_parse_build_commands 0:1: -T
1748536366.197941 cmd_parse_build_commands 0:2: target
1748536366.197944 cmd_parse_build_commands 0:3 0:0: move-window
1748536366.197946 cmd_parse_build_commands 0:3 0:1: -t
